preset,instance,q,dimension,samples,eta,row_weight,best_feasible_log2_work,status,warnings,attack,log2_work,log2_memory,feasible,model,attack_note
exploratory_high_noise,sparse_lpn_expansion_key,65537,8192,67125249,0.01,2,52.000352198972884,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,clean_subset_linear_solve,157.7804749423828,26.0,True,expected trials 1/(1-eta)^n plus polynomial linear algebra,clean-subset trial exponent without linear-algebra overhead is 118.8 bits; dominant red flag when correctness forces eta to be tiny
exploratory_high_noise,sparse_lpn_expansion_key,65537,8192,67125249,0.01,2,52.000352198972884,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,low_weight_structural_warning,52.000352198972884,26.000352198972884,True,hypergraph/low-weight sparse-LPN structural screen,"row_weight=2 is very small; sparse-LPN security normally requires careful asymptotic growth; average coordinate incidence is 16388.00; this is a red-flag screen, not a fully modeled attack"
exploratory_high_noise,sparse_lpn_expansion_key,65537,8192,67125249,0.01,2,52.000352198972884,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,direct_secret_enumeration,131072.18033550426,0.0,True,try all q^n secrets and score against samples,baseline upper bound on brute-force work
exploratory_high_noise,sparse_lpn_expansion_key,65537,8192,67125249,0.01,2,52.000352198972884,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,prange_isd,173.78787176577103,26.0,True,"Prange clean-information-set probability C(m-t,n)/C(m,n)",uses t=ceil(eta*m)=671253 errors for m=67125249 samples; modern ISD variants can be substantially faster; use as baseline only
exploratory_high_noise,sparse_lpn_expansion_key,65537,8192,67125249,0.01,2,52.000352198972884,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,modern_isd_floor_screen,3624763.446,,True,screening-only floor: 0.054 * code length,"heuristic red-flag floor inspired by modern binary ISD asymptotics; not a certified estimate for q-ary, sparse, low-noise, or non-random regimes; q != 2: interpret only as a rough screening number"
exploratory_high_noise,sparse_lpn_expansion_key,65537,8192,67125249,0.01,2,52.000352198972884,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,bkw_proxy,,,False,BKW proxy,no block size gave a finite screening estimate
exploratory_high_noise,code_lpn_compaction_key,65537,4096,67117056,0.01,,95.3902374711914,below-128-bit-screen,public/evaluation key exposes at least as many samples as the secret dimension,clean_subset_linear_solve,95.3902374711914,24.0,True,expected trials 1/(1-eta)^n plus polynomial linear algebra,clean-subset trial exponent without linear-algebra overhead is 59.39 bits; dominant red flag when correctness forces eta to be tiny
exploratory_high_noise,code_lpn_compaction_key,65537,4096,67117056,0.01,,95.3902374711914,below-128-bit-screen,public/evaluation key exposes at least as many samples as the secret dimension,direct_secret_enumeration,65536.09016775213,0.0,True,try all q^n secrets and score against samples,baseline upper bound on brute-force work
exploratory_high_noise,code_lpn_compaction_key,65537,4096,67117056,0.01,,95.3902374711914,below-128-bit-screen,public/evaluation key exposes at least as many samples as the secret dimension,prange_isd,111.39211991798734,24.0,True,"Prange clean-information-set probability C(m-t,n)/C(m,n)",uses t=ceil(eta*m)=671171 errors for m=67117056 samples; modern ISD variants can be substantially faster; use as baseline only
exploratory_high_noise,code_lpn_compaction_key,65537,4096,67117056,0.01,,95.3902374711914,below-128-bit-screen,public/evaluation key exposes at least as many samples as the secret dimension,modern_isd_floor_screen,3624321.0239999997,,True,screening-only floor: 0.054 * code length,"heuristic red-flag floor inspired by modern binary ISD asymptotics; not a certified estimate for q-ary, sparse, low-noise, or non-random regimes; q != 2: interpret only as a rough screening number"
exploratory_high_noise,code_lpn_compaction_key,65537,4096,67117056,0.01,,95.3902374711914,below-128-bit-screen,public/evaluation key exposes at least as many samples as the secret dimension,bkw_proxy,250365202.8110699,2048.002817742254,False,block BKW proxy with binary-projection bias,"best block=128, levels=32; available log2(samples)=26.00; screened required log2(samples)=250367255.81; sample-limited means this particular BKW proxy is not directly enabled by the public samples"
prototype_medium,sparse_lpn_expansion_key,65537,512,263169,9.5367431640625e-07,3,27.00070444127384,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,clean_subset_linear_solve,27.00070444127384,18.0,True,expected trials 1/(1-eta)^n plus polynomial linear algebra,clean-subset trial exponent without linear-algebra overhead is 0.0007044 bits; dominant red flag when correctness forces eta to be tiny
prototype_medium,sparse_lpn_expansion_key,65537,512,263169,9.5367431640625e-07,3,27.00070444127384,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,low_weight_structural_warning,45.00563003121411,18.005630031214107,True,hypergraph/low-weight sparse-LPN structural screen,"row_weight=3 is very small; sparse-LPN security normally requires careful asymptotic growth; average coordinate incidence is 1542.01; this is a red-flag screen, not a fully modeled attack"
prototype_medium,sparse_lpn_expansion_key,65537,512,263169,9.5367431640625e-07,3,27.00070444127384,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,direct_secret_enumeration,8192.011270969017,0.0,True,try all q^n secrets and score against samples,baseline upper bound on brute-force work
prototype_medium,sparse_lpn_expansion_key,65537,512,263169,9.5367431640625e-07,3,27.00070444127384,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,prange_isd,43.002831536303944,18.0,True,"Prange clean-information-set probability C(m-t,n)/C(m,n)",uses t=ceil(eta*m)=1 errors for m=263169 samples; modern ISD variants can be substantially faster; use as baseline only
prototype_medium,sparse_lpn_expansion_key,65537,512,263169,9.5367431640625e-07,3,27.00070444127384,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,modern_isd_floor_screen,14211.126,,True,screening-only floor: 0.054 * code length,"heuristic red-flag floor inspired by modern binary ISD asymptotics; not a certified estimate for q-ary, sparse, low-noise, or non-random regimes; q != 2: interpret only as a rough screening number"
prototype_medium,sparse_lpn_expansion_key,65537,512,263169,9.5367431640625e-07,3,27.00070444127384,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,bkw_proxy,340.6443184756133,336.0004622858386,False,block BKW proxy with binary-projection bias,"best block=21, levels=25; available log2(samples)=18.01; screened required log2(samples)=525.31; sample-limited means this particular BKW proxy is not directly enabled by the public samples"
prototype_medium,code_lpn_compaction_key,65537,256,525312,9.5367431640625e-07,,24.00035222063692,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,clean_subset_linear_solve,24.00035222063692,16.0,True,expected trials 1/(1-eta)^n plus polynomial linear algebra,clean-subset trial exponent without linear-algebra overhead is 0.0003522 bits; dominant red flag when correctness forces eta to be tiny
prototype_medium,code_lpn_compaction_key,65537,256,525312,9.5367431640625e-07,,24.00035222063692,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,direct_secret_enumeration,4096.005635484508,0.0,True,try all q^n secrets and score against samples,baseline upper bound on brute-force work
prototype_medium,code_lpn_compaction_key,65537,256,525312,9.5367431640625e-07,,24.00035222063692,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,prange_isd,40.000725253357956,16.0,True,"Prange clean-information-set probability C(m-t,n)/C(m,n)",uses t=ceil(eta*m)=1 errors for m=525312 samples; modern ISD variants can be substantially faster; use as baseline only
prototype_medium,code_lpn_compaction_key,65537,256,525312,9.5367431640625e-07,,24.00035222063692,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,modern_isd_floor_screen,28366.847999999998,,True,screening-only floor: 0.054 * code length,"heuristic red-flag floor inspired by modern binary ISD asymptotics; not a certified estimate for q-ary, sparse, low-noise, or non-random regimes; q != 2: interpret only as a rough screening number"
prototype_medium,code_lpn_compaction_key,65537,256,525312,9.5367431640625e-07,,24.00035222063692,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,bkw_proxy,180.58520465044612,176.00024214972495,False,block BKW proxy with binary-projection bias,"best block=11, levels=24; available log2(samples)=19.00; screened required log2(samples)=272.92; sample-limited means this particular BKW proxy is not directly enabled by the public samples"
toy_clean,sparse_lpn_expansion_key,127,16,289,0.0,2,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,zero_noise_linear_solve,18.988684686772167,8.0,True,Gaussian elimination over F_q,zero noise makes the instance algebraically solvable; toy-only
toy_clean,sparse_lpn_expansion_key,127,16,289,0.0,2,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,clean_subset_linear_solve,12.0,8.0,True,expected trials 1/(1-eta)^n plus polynomial linear algebra,clean-subset trial exponent without linear-algebra overhead is 0 bits; dominant red flag when correctness forces eta to be tiny
toy_clean,sparse_lpn_expansion_key,127,16,289,0.0,2,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,low_weight_structural_warning,16.174925682500678,8.174925682500678,True,hypergraph/low-weight sparse-LPN structural screen,"row_weight=2 is very small; sparse-LPN security normally requires careful asymptotic growth; average coordinate incidence is 36.12; this is a red-flag screen, not a fully modeled attack"
toy_clean,sparse_lpn_expansion_key,127,16,289,0.0,2,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,direct_secret_enumeration,111.81895498835465,0.0,True,try all q^n secrets and score against samples,baseline upper bound on brute-force work
toy_clean,sparse_lpn_expansion_key,127,16,289,0.0,2,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,prange_isd,0.0,8.0,True,information-set decoding baseline,zero-error case collapses to linear algebra
toy_clean,sparse_lpn_expansion_key,127,16,289,0.0,2,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,modern_isd_floor_screen,15.606,,True,screening-only floor: 0.054 * code length,"heuristic red-flag floor inspired by modern binary ISD asymptotics; not a certified estimate for q-ary, sparse, low-noise, or non-random regimes; q != 2: interpret only as a rough screening number"
toy_clean,sparse_lpn_expansion_key,127,16,289,0.0,2,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,bkw_proxy,0.0,0.0,True,BKW proxy,zero noise: BKW unnecessary; linear algebra applies
toy_clean,code_lpn_compaction_key,127,16,697,0.0,,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension,zero_noise_linear_solve,18.988684686772167,8.0,True,Gaussian elimination over F_q,zero noise makes the instance algebraically solvable; toy-only
toy_clean,code_lpn_compaction_key,127,16,697,0.0,,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension,clean_subset_linear_solve,12.0,8.0,True,expected trials 1/(1-eta)^n plus polynomial linear algebra,clean-subset trial exponent without linear-algebra overhead is 0 bits; dominant red flag when correctness forces eta to be tiny
toy_clean,code_lpn_compaction_key,127,16,697,0.0,,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension,direct_secret_enumeration,111.81895498835465,0.0,True,try all q^n secrets and score against samples,baseline upper bound on brute-force work
toy_clean,code_lpn_compaction_key,127,16,697,0.0,,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension,prange_isd,0.0,8.0,True,information-set decoding baseline,zero-error case collapses to linear algebra
toy_clean,code_lpn_compaction_key,127,16,697,0.0,,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension,modern_isd_floor_screen,37.638,,True,screening-only floor: 0.054 * code length,"heuristic red-flag floor inspired by modern binary ISD asymptotics; not a certified estimate for q-ary, sparse, low-noise, or non-random regimes; q != 2: interpret only as a rough screening number"
toy_clean,code_lpn_compaction_key,127,16,697,0.0,,0.0,toy/broken-screen,zero noise: no cryptographic hiding against linear algebra; public/evaluation key exposes at least as many samples as the secret dimension,bkw_proxy,0.0,0.0,True,BKW proxy,zero noise: BKW unnecessary; linear algebra applies
toy_depth2,sparse_lpn_expansion_key,127,24,625,0.0001,1,13.758350143396548,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,clean_subset_linear_solve,13.758350143396548,9.169925001442312,True,expected trials 1/(1-eta)^n plus polynomial linear algebra,clean-subset trial exponent without linear-algebra overhead is 0.003463 bits; dominant red flag when correctness forces eta to be tiny
toy_depth2,sparse_lpn_expansion_key,127,24,625,0.0001,1,13.758350143396548,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,coordinate_averaging_warning,16.276397066321614,11.573647187493322,True,k=1 samples isolate one secret coordinate up to noise,average samples per coordinate is 26.04; k=1 should never be used outside clean algebra tests
toy_depth2,sparse_lpn_expansion_key,127,24,625,0.0001,1,13.758350143396548,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,direct_secret_enumeration,167.72843248253196,0.0,True,try all q^n secrets and score against samples,baseline upper bound on brute-force work
toy_depth2,sparse_lpn_expansion_key,127,24,625,0.0001,1,13.758350143396548,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,prange_isd,20.800063387773594,9.169925001442312,True,"Prange clean-information-set probability C(m-t,n)/C(m,n)",uses t=ceil(eta*m)=1 errors for m=625 samples; modern ISD variants can be substantially faster; use as baseline only
toy_depth2,sparse_lpn_expansion_key,127,24,625,0.0001,1,13.758350143396548,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,modern_isd_floor_screen,33.75,,True,screening-only floor: 0.054 * code length,"heuristic red-flag floor inspired by modern binary ISD asymptotics; not a certified estimate for q-ary, sparse, low-noise, or non-random regimes; q != 2: interpret only as a rough screening number"
toy_depth2,sparse_lpn_expansion_key,127,24,625,0.0001,1,13.758350143396548,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,bkw_proxy,17.56233187426549,13.977369373544331,False,block BKW proxy with binary-projection bias,"best block=2, levels=12; available log2(samples)=9.29; screened required log2(samples)=19.93; sample-limited means this particular BKW proxy is not directly enabled by the public samples"
toy_depth2,code_lpn_compaction_key,127,24,3225,0.0005,,13.772204172182493,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,clean_subset_linear_solve,13.772204172182493,9.169925001442312,True,expected trials 1/(1-eta)^n plus polynomial linear algebra,clean-subset trial exponent without linear-algebra overhead is 0.01732 bits; dominant red flag when correctness forces eta to be tiny
toy_depth2,code_lpn_compaction_key,127,24,3225,0.0005,,13.772204172182493,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,direct_secret_enumeration,167.72843248253196,0.0,True,try all q^n secrets and score against samples,baseline upper bound on brute-force work
toy_depth2,code_lpn_compaction_key,127,24,3225,0.0005,,13.772204172182493,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,prange_isd,20.76512851134216,9.169925001442312,True,"Prange clean-information-set probability C(m-t,n)/C(m,n)",uses t=ceil(eta*m)=2 errors for m=3225 samples; modern ISD variants can be substantially faster; use as baseline only
toy_depth2,code_lpn_compaction_key,127,24,3225,0.0005,,13.772204172182493,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,modern_isd_floor_screen,174.15,,True,screening-only floor: 0.054 * code length,"heuristic red-flag floor inspired by modern binary ISD asymptotics; not a certified estimate for q-ary, sparse, low-noise, or non-random regimes; q != 2: interpret only as a rough screening number"
toy_depth2,code_lpn_compaction_key,127,24,3225,0.0005,,13.772204172182493,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,bkw_proxy,17.56233187426549,13.977369373544331,False,block BKW proxy with binary-projection bias,"best block=2, levels=12; available log2(samples)=11.66; screened required log2(samples)=29.39; sample-limited means this particular BKW proxy is not directly enabled by the public samples"
toy_noisy,sparse_lpn_expansion_key,127,24,625,0.002,2,13.824206205959305,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,clean_subset_linear_solve,13.824206205959305,9.169925001442312,True,expected trials 1/(1-eta)^n plus polynomial linear algebra,clean-subset trial exponent without linear-algebra overhead is 0.06932 bits; dominant red flag when correctness forces eta to be tiny
toy_noisy,sparse_lpn_expansion_key,127,24,625,0.002,2,13.824206205959305,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,low_weight_structural_warning,18.457637380991763,9.287712379549449,True,hypergraph/low-weight sparse-LPN structural screen,"row_weight=2 is very small; sparse-LPN security normally requires careful asymptotic growth; average coordinate incidence is 52.08; this is a red-flag screen, not a fully modeled attack"
toy_noisy,sparse_lpn_expansion_key,127,24,625,0.002,2,13.824206205959305,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,direct_secret_enumeration,167.72843248253196,0.0,True,try all q^n secrets and score against samples,baseline upper bound on brute-force work
toy_noisy,sparse_lpn_expansion_key,127,24,625,0.002,2,13.824206205959305,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,prange_isd,20.856646916140352,9.169925001442312,True,"Prange clean-information-set probability C(m-t,n)/C(m,n)",uses t=ceil(eta*m)=2 errors for m=625 samples; modern ISD variants can be substantially faster; use as baseline only
toy_noisy,sparse_lpn_expansion_key,127,24,625,0.002,2,13.824206205959305,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,modern_isd_floor_screen,33.75,,True,screening-only floor: 0.054 * code length,"heuristic red-flag floor inspired by modern binary ISD asymptotics; not a certified estimate for q-ary, sparse, low-noise, or non-random regimes; q != 2: interpret only as a rough screening number"
toy_noisy,sparse_lpn_expansion_key,127,24,625,0.002,2,13.824206205959305,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension; very small sparse row weight; use only for tests unless justified by a proof/estimator,bkw_proxy,23.966054060316495,20.966054060316495,False,block BKW proxy with binary-projection bias,"best block=3, levels=8; available log2(samples)=9.29; screened required log2(samples)=26.93; sample-limited means this particular BKW proxy is not directly enabled by the public samples"
toy_noisy,code_lpn_compaction_key,127,24,2025,0.001,,13.789529507035517,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,clean_subset_linear_solve,13.789529507035517,9.169925001442312,True,expected trials 1/(1-eta)^n plus polynomial linear algebra,clean-subset trial exponent without linear-algebra overhead is 0.03464 bits; dominant red flag when correctness forces eta to be tiny
toy_noisy,code_lpn_compaction_key,127,24,2025,0.001,,13.789529507035517,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,direct_secret_enumeration,167.72843248253196,0.0,True,try all q^n secrets and score against samples,baseline upper bound on brute-force work
toy_noisy,code_lpn_compaction_key,127,24,2025,0.001,,13.789529507035517,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,prange_isd,20.79520006753309,9.169925001442312,True,"Prange clean-information-set probability C(m-t,n)/C(m,n)",uses t=ceil(eta*m)=3 errors for m=2025 samples; modern ISD variants can be substantially faster; use as baseline only
toy_noisy,code_lpn_compaction_key,127,24,2025,0.001,,13.789529507035517,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,modern_isd_floor_screen,109.35,,True,screening-only floor: 0.054 * code length,"heuristic red-flag floor inspired by modern binary ISD asymptotics; not a certified estimate for q-ary, sparse, low-noise, or non-random regimes; q != 2: interpret only as a rough screening number"
toy_noisy,code_lpn_compaction_key,127,24,2025,0.001,,13.789529507035517,toy/broken-screen,public/evaluation key exposes at least as many samples as the secret dimension,bkw_proxy,23.660784228978784,13.977369373544331,False,block BKW proxy with binary-projection bias,"best block=2, levels=12; available log2(samples)=10.98; screened required log2(samples)=41.22; sample-limited means this particular BKW proxy is not directly enabled by the public samples"
